ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
5664,F,Ship,0.0,2,0.6341463414634146,-1.0,low,F,0.16666666666666666,0.4257903753309453,0
5665,D,Ship,0.0,5,0.024390243902439025,1.0,medium,F,-1.0,0.09624669054664382,1
5666,F,Ship,-0.5,4,-0.34146341463414637,0.0,medium,F,-0.5,0.4211182058869335,1
5667,A,Ship,0.5,3,0.8048780487804879,1.0,medium,F,-0.5,0.3248715153402897,0
5668,B,Ship,0.0,5,0.18292682926829268,-1.0,medium,F,-1.0,0.22426413331256814,0
5669,C,Ship,-0.5,2,0.13414634146341464,0.0,low,M,-0.6666666666666666,0.4298395888490889,0
5670,F,Ship,-0.5,5,-0.7926829268292683,0.0,low,F,0.0,0.06478741629029747,0
5671,D,Ship,0.5,5,-0.17073170731707318,0.0,low,M,-0.16666666666666666,0.07849244665939885,1
5672,F,Ship,0.0,2,0.3902439024390244,0.0,low,F,-1.0,0.518922286248248,1
5673,A,Ship,-0.5,4,-0.7804878048780488,-1.0,low,M,-1.0,0.18470643201993459,0
5674,B,Ship,-0.5,1,-0.47560975609756095,0.0,medium,F,0.3333333333333333,0.5133156829154337,0
5675,C,Ship,-0.5,5,-0.8902439024390244,0.0,medium,M,0.5,0.5064631677308831,0
5676,F,Ship,-0.5,4,-1.3658536585365855,0.0,medium,M,0.3333333333333333,-0.011836162591496651,0
5677,D,Ship,-0.5,1,-0.06097560975609756,0.0,low,F,0.16666666666666666,0.06790219591963868,0
5678,F,Ship,0.0,4,0.8902439024390244,2.5,medium,M,-0.16666666666666666,0.35290453200436067,0
5679,A,Ship,-0.5,5,-0.024390243902439025,-1.0,low,F,-0.6666666666666666,0.5021024762498053,1
5680,B,Ship,-0.5,4,-0.10975609756097561,0.0,high,F,-1.0,0.391839277371126,0
5681,C,Ship,-0.5,1,-0.4146341463414634,-1.0,high,M,0.5,0.015885376109640244,0
5682,F,Ship,0.5,4,0.18292682926829268,0.0,low,M,-1.0,0.47064320199345894,0
5683,D,Ship,-1.0,2,-0.3902439024390244,0.0,high,M,-0.16666666666666666,-0.011524684628562529,1
5684,F,Ship,0.0,1,-0.3780487804878049,0.0,medium,F,-0.5,0.19934589627783833,0
5685,A,Ship,-0.5,1,-0.024390243902439025,0.0,medium,M,0.5,0.5014795203239371,0
5686,B,Ship,0.0,3,0.25609756097560976,2.5,medium,M,-0.8333333333333334,0.1681980999844261,0
5687,C,Ship,0.5,5,-0.04878048780487805,1.0,medium,M,0.3333333333333333,0.2902974614546021,1
5688,F,Ship,0.5,2,-1.2560975609756098,1.0,medium,F,0.0,0.08565643980688366,0
5689,D,Ship,0.5,1,0.6829268292682927,1.0,medium,F,0.0,0.3114779629341224,0
5690,F,Ship,0.0,4,-0.9634146341463414,-1.0,low,M,-0.5,0.16664071016975548,0
5691,A,Ship,-0.5,5,-0.8658536585365854,0.0,low,F,0.5,0.27160878367855473,0
5692,B,Ship,0.0,1,0.024390243902439025,-1.0,low,F,-0.3333333333333333,0.2834449462700514,0
5693,C,Ship,0.5,1,-0.9512195121951219,0.0,low,M,0.5,0.3610029590406479,0
5694,F,Ship,-0.5,3,-0.8414634146341463,0.0,low,F,0.5,0.48185640865908735,0
5695,D,Ship,0.5,3,-0.8780487804878049,1.0,medium,F,-0.5,0.30119919015729635,1
5696,F,Ship,0.0,2,-0.47560975609756095,0.0,medium,M,0.0,0.22582152312723874,1
5697,A,Ship,-0.5,1,-0.3780487804878049,-1.0,low,M,-0.3333333333333333,0.36754399626226447,1
5698,B,Ship,-0.5,1,-0.2804878048780488,2.0,medium,M,-0.8333333333333334,0.2513627160878368,1
5699,C,Ship,-0.5,4,0.4024390243902439,0.0,low,F,0.3333333333333333,0.0024918237034729793,0
5700,F,Ship,-0.5,1,-0.5365853658536586,-1.0,low,F,-0.8333333333333334,0.4712661579193272,1
5701,D,Ship,-0.5,2,0.7439024390243902,-1.0,low,F,-0.3333333333333333,0.3874785858900483,1
5702,F,Ship,0.0,4,-0.8170731707317073,1.0,low,F,0.16666666666666666,0.5397913097648341,0
5703,A,Ship,0.0,4,-0.3170731707317073,0.0,low,M,-0.16666666666666666,0.00778694907335306,1
5704,B,Ship,0.5,5,0.4146341463414634,-1.0,low,M,-0.5,0.44790531069926803,0
5705,C,Ship,-0.5,1,0.3780487804878049,-1.0,low,F,0.16666666666666666,0.13860769350568447,1
5706,F,Ship,0.0,5,-0.6097560975609756,0.0,high,M,-0.6666666666666666,0.09500077869490733,0
5707,D,Ship,0.0,2,0.5609756097560976,0.0,medium,F,-0.6666666666666666,0.15947671702227068,1
5708,F,Ship,0.0,4,-0.7926829268292683,-1.0,medium,F,0.3333333333333333,0.14203395109795983,0
5709,A,Ship,-0.5,2,-0.4878048780487805,0.0,low,M,-0.6666666666666666,-0.005295125369880081,0
5710,B,Ship,0.0,5,0.34146341463414637,-1.0,low,F,-1.0,0.47749571717800965,1
5711,C,Ship,0.0,1,-0.975609756097561,0.0,medium,M,0.0,0.24419872294035197,1
5712,F,Ship,0.0,5,-0.3048780487804878,0.0,medium,F,-0.6666666666666666,0.3251829933032238,0
5713,D,Ship,1.0,5,0.5975609756097561,2.5,high,M,0.0,0.3323469864507086,1
5714,F,Ship,0.5,2,0.8048780487804879,0.0,high,F,0.16666666666666666,0.5323158386544152,1
5715,A,Ship,0.0,2,0.5365853658536586,2.5,medium,M,-0.6666666666666666,0.12116492758137362,1
5716,B,Ship,0.0,4,-0.4268292682926829,0.0,high,F,-1.0,0.3404454134869958,1
5717,C,Ship,0.5,1,0.43902439024390244,1.0,medium,M,0.5,0.36038000311477963,1
5718,F,Ship,0.0,4,-0.024390243902439025,-1.0,medium,M,-0.3333333333333333,0.1946737268338265,1
5719,D,Ship,0.0,3,0.2682926829268293,0.0,low,M,-0.5,0.03363961999688522,1
5720,F,Ship,-0.5,1,0.3048780487804878,2.5,high,M,-0.16666666666666666,0.272231739604423,1
5721,A,Ship,1.0,3,1.1097560975609757,1.0,low,M,-0.6666666666666666,-0.8948761875097336,0
5722,B,Ship,1.0,3,1.1585365853658536,1.0,low,M,-0.3333333333333333,-0.7590717956704564,0
5723,C,Ship,1.0,3,0.6341463414634146,1.0,medium,M,0.16666666666666666,-0.6746612677153091,1
5724,F,Ship,0.0,5,0.23170731707317074,1.0,low,F,-0.16666666666666666,-0.8266625136271609,0
5725,D,Ship,0.5,5,0.8902439024390244,1.0,low,M,-0.5,-0.8223018221460832,1
5726,F,Ship,1.0,2,0.6585365853658537,1.0,low,F,0.0,-0.8954991434356019,0
5727,A,Ship,1.0,4,0.926829268292683,1.0,medium,M,0.5,-0.8668431708456626,0
5728,B,Road,1.5,5,0.9390243902439024,1.0,high,M,-0.16666666666666666,-0.938794580283445,0
5729,C,Road,0.5,5,0.15853658536585366,2.0,medium,F,-0.6666666666666666,-0.7668587447438093,0
5730,F,Road,0.0,5,-0.47560975609756095,0.0,medium,F,-0.3333333333333333,0.014016508332035509,0
5731,D,Road,-0.5,3,-0.3780487804878049,-1.0,low,M,-0.16666666666666666,0.26973991590095003,0
5732,F,Road,-0.5,4,-0.2804878048780488,2.0,medium,F,-0.5,0.029278928515807507,1
5733,A,Road,-0.5,4,0.4024390243902439,0.0,low,M,0.5,0.49836474069459585,1
5734,B,Road,-0.5,2,-0.5365853658536586,-1.0,low,M,-0.8333333333333334,0.020246067590717957,1
5735,C,Road,-0.5,5,0.7439024390243902,-1.0,low,F,0.0,0.14639464257903753,0
5736,F,Road,0.0,3,-0.8170731707317073,1.0,low,F,0.0,0.22301822146083164,0
5737,D,Road,0.0,5,-0.3170731707317073,0.0,low,M,-0.5,0.1504438560971811,0
5738,F,Road,0.5,1,0.4146341463414634,-1.0,low,F,-0.16666666666666666,0.35259305404142655,0
5739,A,Road,-0.5,3,0.3780487804878049,-1.0,low,F,-0.5,0.17754243887244978,1
5740,B,Road,0.0,5,-0.6097560975609756,0.0,high,M,0.0,0.15823080517053417,0
5741,C,Road,0.0,1,0.5609756097560976,0.0,medium,M,0.3333333333333333,0.5410372216165706,1
5742,F,Road,0.0,2,-0.7926829268292683,-1.0,medium,M,0.16666666666666666,0.4083476094066345,1
5743,D,Road,-0.5,1,-0.4878048780487805,0.0,low,M,0.0,0.05263977573586669,1
5744,F,Road,0.0,1,0.34146341463414637,-1.0,low,F,-0.8333333333333334,0.5220370658775891,0
5745,A,Road,0.0,5,-0.975609756097561,0.0,medium,F,-0.5,0.39682292477807196,0
5746,B,Road,0.0,3,-0.3048780487804878,0.0,medium,F,-0.5,0.08129574832580595,0
5747,C,Road,1.0,5,0.5975609756097561,2.5,high,M,0.3333333333333333,0.5737424077246535,1
5748,F,Road,0.5,3,0.8048780487804879,0.0,high,M,-0.8333333333333334,0.3501012303379536,0
5749,D,Road,0.0,4,0.5365853658536586,2.5,medium,M,0.16666666666666666,0.2865597258993926,0
5750,F,Flight,0.0,1,-0.4268292682926829,0.0,high,M,-0.3333333333333333,-0.006229559258682448,0
5751,A,Flight,0.5,4,0.43902439024390244,1.0,medium,M,-0.5,0.11898458184083475,0
5752,B,Flight,0.0,1,-0.024390243902439025,-1.0,medium,F,0.0,0.53418470643202,0
5753,C,Flight,0.0,4,0.2682926829268293,0.0,low,M,0.5,0.06167263666095624,1
5754,F,Flight,-0.5,4,0.3048780487804878,2.5,high,M,-0.5,0.013393552406167264,0
5755,D,Flight,1.0,4,1.1097560975609757,1.0,low,F,0.0,-0.9272698956548824,1
5756,F,Flight,1.0,1,1.1585365853658536,1.0,low,F,-0.16666666666666666,-0.7111041893786014,1
5757,A,Flight,1.0,1,0.6341463414634146,1.0,medium,F,-0.8333333333333334,-0.7123501012303379,1
5758,B,Flight,0.0,2,0.23170731707317074,1.0,low,M,0.0,-0.7126615791932721,0
5759,C,Flight,0.5,1,0.8902439024390244,1.0,low,F,-0.5,-0.8004983647406946,0
5760,F,Flight,1.0,5,0.6585365853658537,1.0,low,F,-0.8333333333333334,-0.8799252452888958,0
5761,D,Flight,1.0,1,0.926829268292683,1.0,medium,M,-0.16666666666666666,-0.8235477339978197,1
5762,F,Flight,1.5,3,0.36585365853658536,2.0,medium,F,0.5,-0.6964647251206977,1
5763,A,Flight,1.0,3,0.3780487804878049,1.0,low,M,-0.8333333333333334,-0.9316305871359601,1
5764,B,Flight,0.5,4,0.06097560975609756,2.0,low,M,-0.3333333333333333,-0.7107927114156674,0
5765,C,Flight,1.0,3,0.524390243902439,1.0,low,F,-0.5,-0.8693349945491357,1
5766,F,Flight,1.0,1,0.43902439024390244,1.0,low,F,-0.8333333333333334,-0.7369568603021336,1
5767,D,Flight,1.0,1,0.4268292682926829,1.0,medium,M,-0.8333333333333334,-0.9219747702850023,1
5768,F,Flight,0.5,4,0.5487804878048781,2.0,low,F,-0.8333333333333334,-0.7855474225198568,1
5769,A,Flight,1.0,4,0.6341463414634146,1.0,low,M,-0.6666666666666666,-0.8241706899236879,1
5770,B,Flight,1.0,5,0.36585365853658536,1.0,medium,F,-0.5,-0.7790063852982402,1
5771,C,Flight,0.0,2,0.3048780487804878,2.5,low,F,0.0,-0.6899236878990811,0
5772,F,Ship,0.0,2,0.6829268292682927,2.0,low,M,-0.16666666666666666,-0.8188755645538078,0
5773,D,Ship,1.0,4,0.6829268292682927,1.0,low,F,0.5,-0.9188599906556612,1
5774,F,Ship,1.0,5,0.524390243902439,1.0,medium,F,-1.0,-0.6827596947515964,1
5775,A,Ship,0.0,2,0.35365853658536583,2.0,medium,F,-0.5,-0.783678554742252,1
5776,B,Ship,0.5,2,0.6097560975609756,2.5,medium,M,0.5,-0.7755801277059649,1
5777,C,Ship,0.5,4,0.12195121951219512,2.5,low,F,-0.16666666666666666,-0.9655816850957795,1
5778,F,Ship,1.0,5,1.0975609756097562,1.0,low,M,0.16666666666666666,-0.745678243264289,1
5779,D,Ship,0.0,2,0.35365853658536583,2.0,medium,F,0.16666666666666666,-0.6936614234542906,0
5780,F,Ship,1.0,3,0.7073170731707317,1.0,low,M,-0.3333333333333333,-0.870269428437938,1
5781,A,Ship,0.5,4,0.6707317073170732,2.0,low,F,-0.5,-0.8135804391839278,1
5782,B,Ship,1.5,3,0.6463414634146342,1.0,low,M,0.0,-0.8612365675128485,0
5783,C,Ship,1.0,1,0.45121951219512196,1.0,low,M,-0.8333333333333334,-0.7693505684472823,0
5784,F,Ship,0.0,3,0.4268292682926829,2.0,low,F,-0.6666666666666666,-0.977106369724342,1
5785,D,Ship,1.5,2,0.8536585365853658,1.0,low,F,-0.16666666666666666,-0.8095312256657842,1
5786,F,Ship,0.0,1,0.4878048780487805,2.0,medium,F,-0.6666666666666666,-0.7067434978975238,1
5787,A,Ship,1.0,5,0.6707317073170732,1.0,low,M,-0.3333333333333333,-0.8986139230649431,1
5788,B,Ship,1.5,5,0.6219512195121951,1.0,low,F,0.3333333333333333,-0.8584332658464414,0
5789,C,Ship,0.5,3,0.07317073170731707,2.5,medium,F,-0.16666666666666666,-0.7223173960442298,1
5790,F,Ship,0.0,4,0.036585365853658534,2.0,medium,F,-0.5,-0.8241706899236879,0
5791,D,Ship,1.5,4,0.8658536585365854,1.0,medium,F,-0.8333333333333334,-0.9755489799096714,1
5792,F,Ship,0.5,1,0.6219512195121951,2.0,medium,F,-0.6666666666666666,-0.8207444323314126,1
5793,A,Ship,0.5,1,0.3170731707317073,2.0,medium,M,-1.0,-0.918548512692727,0
5794,B,Ship,0.5,5,0.4024390243902439,0.0,low,M,-1.0,0.33546176608004985,0
5795,C,Ship,0.5,4,-0.4268292682926829,2.5,medium,F,0.16666666666666666,0.14514873072730106,1
5796,F,Ship,0.0,5,-0.8780487804878049,-1.0,medium,F,0.3333333333333333,0.3974458807039402,1
5797,D,Ship,0.0,3,-0.08536585365853659,2.0,high,F,-0.16666666666666666,-0.0012459118517364897,0
5798,F,Ship,-0.5,1,-0.3780487804878049,0.0,medium,M,0.0,0.5295125369880082,1
5799,A,Ship,0.0,3,-0.573170731707317,-1.0,medium,F,-0.8333333333333334,0.43451175829310074,0
5800,B,Ship,0.0,3,-0.47560975609756095,0.0,low,F,-0.8333333333333334,0.32985516274723564,0
5801,C,Ship,-0.5,5,-0.3780487804878049,-1.0,low,M,0.16666666666666666,0.5394798318019001,1
5802,F,Ship,1.0,5,-0.4634146341463415,0.0,low,F,0.5,0.36069148107771376,0
5803,D,Ship,-0.5,4,-0.32926829268292684,0.0,low,M,0.0,0.3949540570004672,0
5804,F,Ship,0.0,5,-0.8658536585365854,0.0,medium,F,0.16666666666666666,-0.002180345740538857,1
5805,A,Ship,0.0,3,-0.9512195121951219,0.0,low,F,0.0,0.5690702382806416,0
5806,B,Ship,-0.5,3,-0.43902439024390244,0.0,low,M,-0.6666666666666666,0.3884130197788506,1
5807,C,Ship,0.0,4,-0.07317073170731707,-1.0,medium,F,-0.16666666666666666,0.25977262108705806,1
5808,F,Ship,0.0,1,-0.524390243902439,-1.0,medium,M,-1.0,0.4628562529201059,0
5809,D,Ship,-1.0,1,-0.2073170731707317,1.0,low,M,-0.3333333333333333,0.14483725276436693,0
5810,F,Ship,0.5,1,-0.4268292682926829,0.0,low,F,0.0,0.5186108082853138,0
5811,A,Ship,1.0,4,-0.2073170731707317,2.0,medium,M,-0.5,0.541971655505373,1
5812,B,Ship,0.5,4,0.8658536585365854,-1.0,low,M,-0.8333333333333334,0.11088615480454758,1
5813,C,Ship,1.0,1,-0.8902439024390244,2.0,low,F,0.3333333333333333,0.300264756268494,0
5814,F,Ship,0.0,5,0.7317073170731707,0.0,medium,M,-0.3333333333333333,0.19436224887089237,0
5815,D,Ship,0.5,2,0.8902439024390244,0.0,medium,F,-0.6666666666666666,0.2348543840523283,1
5816,F,Ship,0.5,3,0.04878048780487805,0.0,medium,F,-0.5,0.015262420183771998,1
5817,A,Ship,-0.5,1,-0.012195121951219513,0.0,high,F,-0.16666666666666666,0.43170845662669366,0
5818,B,Ship,-1.0,1,-0.08536585365853659,1.0,low,M,-1.0,0.496184394954057,0
5819,C,Ship,0.5,5,0.7195121951219512,1.0,low,M,0.0,-0.026475626849400406,1
5820,F,Ship,-0.5,3,-0.35365853658536583,0.0,low,M,-0.16666666666666666,0.57498831957639,1
5821,D,Ship,-0.5,1,-0.2682926829268293,0.0,low,F,-0.5,0.3208223018221461,0
5822,F,Ship,0.0,4,0.7560975609756098,-1.0,medium,F,-0.6666666666666666,0.04890204018065722,1
5823,A,Ship,0.5,2,0.18292682926829268,-1.0,medium,M,-1.0,0.4905777916212428,0
5824,B,Ship,-0.5,5,0.4146341463414634,-1.0,high,M,-0.6666666666666666,0.3544619218190313,1
5825,C,Ship,-0.5,4,0.6463414634146342,0.0,high,F,-0.8333333333333334,0.32860925089549914,1
5826,F,Ship,0.0,4,0.7073170731707317,0.0,low,M,0.3333333333333333,0.40772465348076625,0
5827,D,Ship,-0.5,3,-0.7439024390243902,0.0,low,M,0.16666666666666666,0.4167575144058558,0
5828,F,Ship,0.0,2,0.3902439024390244,1.0,medium,M,0.0,0.282510512381249,1
5829,A,Ship,-0.5,3,0.573170731707317,1.0,low,F,0.3333333333333333,0.11836162591496652,1
5830,B,Ship,0.0,5,-0.08536585365853659,-1.0,low,F,-0.6666666666666666,0.3491667964491512,1
5831,C,Ship,-0.5,1,-0.9878048780487805,0.0,medium,M,0.16666666666666666,0.15106681202304936,0
5832,F,Ship,-0.5,5,0.6707317073170732,2.0,low,M,-0.16666666666666666,0.5553652079115402,1
5833,D,Ship,0.0,3,0.45121951219512196,0.0,high,M,0.16666666666666666,0.5721850179099829,1
5834,F,Ship,0.0,2,0.4634146341463415,1.0,low,F,-0.6666666666666666,0.2513627160878368,1
5835,A,Ship,-0.5,5,-0.9634146341463414,-1.0,low,F,-0.5,0.35072418626382185,1
5836,B,Ship,0.0,3,0.7195121951219512,1.0,medium,F,-1.0,0.13580439183927737,0
5837,C,Ship,0.0,2,-0.5609756097560976,0.0,low,M,-0.6666666666666666,0.1569848933187977,1
5838,F,Ship,-1.0,4,0.23170731707317074,-1.0,medium,F,-0.16666666666666666,0.18969007942688054,0
5839,D,Ship,-0.5,2,-0.9878048780487805,-1.0,low,F,-0.6666666666666666,0.16446036442921663,1
5840,F,Ship,-0.5,5,-0.8170731707317073,1.0,high,M,0.5,0.3161501323781343,1
5841,A,Ship,0.5,2,0.4268292682926829,2.5,low,M,0.16666666666666666,0.46223329699423765,0
5842,B,Ship,1.0,3,0.5487804878048781,1.0,low,F,-0.6666666666666666,-0.009967294813891917,1
5843,C,Ship,0.0,2,-0.24390243902439024,0.0,low,F,0.5,0.3183304781186731,1
5844,F,Ship,0.0,5,-0.975609756097561,2.5,medium,M,0.0,0.2280018688677776,1
5845,D,Ship,-0.5,4,-1.4146341463414633,0.0,low,M,-0.3333333333333333,0.08814826351035664,0
5846,F,Ship,0.5,1,-0.926829268292683,0.0,low,M,0.5,0.45569225977262107,1
5847,A,Ship,0.5,5,-0.25609756097560976,2.0,high,F,-0.5,0.2921663292322068,1
5848,B,Ship,0.5,5,-0.36585365853658536,0.0,medium,M,0.0,0.18470643201993459,0
5849,C,Ship,0.0,4,-0.5121951219512195,0.0,medium,M,0.0,0.2955925868244822,0
5850,F,Ship,0.0,3,0.4146341463414634,-1.0,medium,M,-0.8333333333333334,0.17193583553963557,1
5851,D,Ship,-1.0,4,-1.2195121951219512,2.0,high,F,-0.3333333333333333,0.36910138607693505,1
5852,F,Ship,0.0,5,-0.15853658536585366,-1.0,high,F,-0.8333333333333334,0.15823080517053417,0
5853,A,Ship,-0.5,4,-0.0975609756097561,1.0,medium,M,-0.8333333333333334,0.0694595857343093,0
5854,B,Ship,1.0,1,-0.35365853658536583,1.0,high,F,0.5,0.34418314904220526,1
5855,C,Ship,0.5,2,0.7073170731707317,0.0,high,M,-0.3333333333333333,0.25634636349478274,0
5856,F,Ship,0.0,3,0.6341463414634146,-1.0,medium,M,-0.16666666666666666,0.04267248092197477,1
5857,D,Ship,-0.5,4,-0.13414634146341464,-1.0,low,M,0.3333333333333333,0.49400404921351815,0
5858,F,Ship,0.0,3,0.04878048780487805,2.0,low,M,-0.8333333333333334,0.2099361470175985,1
5859,A,Ship,-1.0,5,0.7926829268292683,0.0,low,F,0.16666666666666666,0.1504438560971811,0
5860,B,Ship,0.0,4,-0.6707317073170732,-1.0,low,M,-0.5,0.1554275035041271,1
5861,C,Ship,0.5,3,-0.926829268292683,0.0,low,F,-0.3333333333333333,0.4790531069926803,1
5862,F,Ship,-0.5,2,0.12195121951219512,0.0,low,F,0.0,0.5441520012459119,0
5863,D,Ship,-0.5,3,0.6707317073170732,0.0,low,M,-0.5,0.04983647406945958,0
5864,F,Ship,0.5,3,-1.1341463414634145,-1.0,medium,F,-0.5,0.3370191558947204,1
5865,A,Road,0.0,3,-0.975609756097561,-1.0,low,F,-0.8333333333333334,0.11618128017442766,0
5866,B,Road,0.0,5,0.5487804878048781,0.0,medium,M,-0.5,0.3722161657062763,1
5867,C,Road,0.0,4,-0.0975609756097561,-1.0,high,M,0.16666666666666666,-0.017442765924310856,1
5868,F,Road,-0.5,1,-0.06097560975609756,-1.0,low,M,-0.16666666666666666,0.483413798473758,1
5869,D,Road,-0.5,3,-0.8414634146341463,0.0,medium,M,-1.0,0.48590562217723093,0
5870,F,Road,0.5,2,-0.6097560975609756,-1.0,medium,M,0.16666666666666666,0.48839744588070394,0
5871,A,Road,-0.5,1,-0.9878048780487805,0.0,medium,M,-0.16666666666666666,0.40959352125837095,1
5872,B,Road,-0.5,2,-0.43902439024390244,0.0,low,F,-0.3333333333333333,0.47874162902974615,0
5873,C,Road,0.0,3,-0.47560975609756095,-1.0,low,M,-0.6666666666666666,0.015885376109640244,0
5874,F,Road,-1.0,4,0.34146341463414637,0.0,medium,M,0.16666666666666666,0.23329699423765768,0
5875,D,Road,0.0,2,-0.14634146341463414,0.0,low,M,0.16666666666666666,0.13268961220993614,1
5876,F,Road,0.0,3,-0.4634146341463415,-1.0,low,F,-0.16666666666666666,0.3114779629341224,1
5877,A,Road,0.0,3,-0.13414634146341464,1.0,low,F,-1.0,0.3504127083008877,0
5878,B,Road,0.0,3,-0.08536585365853659,1.0,low,M,-0.3333333333333333,0.26755957016041115,1
5879,C,Road,0.0,2,0.6585365853658537,0.0,medium,M,-1.0,0.24232985516274724,0
5880,F,Road,-0.5,3,0.36585365853658536,0.0,low,M,-0.16666666666666666,0.2990188444167575,0
5881,D,Road,-0.5,5,-0.975609756097561,0.0,low,F,0.5,0.1694440118361626,0
5882,F,Road,-0.5,4,-0.8658536585365854,0.0,low,F,-1.0,0.07568914499299174,1
5883,A,Road,-0.5,5,0.3902439024390244,0.0,low,F,-0.8333333333333334,0.43824949384831025,1
5884,B,Road,-0.5,2,-0.6951219512195121,-1.0,low,F,0.0,0.3360847220059181,0
5885,C,Road,-0.5,3,-0.5487804878048781,0.0,low,M,0.5,0.3108550070082542,0
5886,F,Road,0.0,5,0.2073170731707317,0.0,low,F,-0.16666666666666666,0.09344338888023672,1
5887,D,Flight,-0.5,3,0.5853658536585366,2.0,medium,F,-1.0,0.27846129886310544,0
5888,F,Flight,-0.5,2,0.15853658536585366,-1.0,medium,M,0.5,0.04391839277371126,0
5889,A,Flight,0.5,2,-0.6341463414634146,1.0,medium,M,0.0,0.4136427347765146,1
5890,B,Flight,0.5,5,-0.8048780487804879,-1.0,medium,M,-0.5,0.20650988942532317,0
5891,C,Flight,-0.5,4,-0.926829268292683,-1.0,medium,F,0.16666666666666666,0.21429683849867623,0
5892,F,Flight,-0.5,3,0.5,-1.0,medium,F,-0.6666666666666666,0.21024762498053262,0
5893,D,Flight,-0.5,5,0.04878048780487805,0.0,low,M,-0.8333333333333334,0.5270207132845351,0
5894,F,Flight,0.0,1,0.5609756097560976,1.0,low,M,-0.8333333333333334,-0.0180657218501791,1
5895,A,Flight,0.0,3,-0.8780487804878049,-1.0,low,F,-0.3333333333333333,0.4214296838498676,1
5896,B,Flight,0.0,5,0.524390243902439,0.0,medium,M,-0.3333333333333333,0.009655816850957795,0
5897,C,Flight,0.0,2,0.4634146341463415,0.0,low,F,-1.0,0.008409904999221306,0
5898,F,Flight,0.5,4,-0.7682926829268293,2.0,low,F,-1.0,-0.008409904999221306,0
5899,D,Flight,0.0,3,-0.2926829268292683,2.0,low,F,0.16666666666666666,0.18283756424232986,0
5900,F,Flight,0.0,5,-0.9390243902439024,-1.0,low,M,0.0,-0.025229714997663914,0
5901,A,Flight,0.0,4,-0.6097560975609756,-1.0,low,M,0.0,0.407101697554898,0
5902,B,Flight,-0.5,5,0.6951219512195121,0.0,low,F,0.3333333333333333,0.36723251829933035,0
5903,C,Flight,-0.5,5,-0.6341463414634146,-1.0,high,M,-1.0,0.1320666562840679,1
5904,F,Flight,-1.0,4,0.08536585365853659,2.0,medium,M,-0.5,-0.035819965737424075,1
5905,D,Flight,0.5,4,-0.14634146341463414,0.0,low,F,-0.6666666666666666,0.12770596480299018,1
5906,F,Flight,0.0,5,-0.8658536585365854,-1.0,low,M,-1.0,0.5254633234698645,0
5907,A,Flight,-0.5,5,0.4878048780487805,0.0,low,M,-0.16666666666666666,0.17255879146550382,0
5908,B,Flight,0.0,3,-1.4390243902439024,1.0,medium,M,-1.0,0.2600840990499922,1
5909,C,Ship,-0.5,3,-0.18292682926829268,2.0,medium,F,0.5,0.21741161812801743,1
5910,F,Ship,0.0,1,-0.1951219512195122,1.0,low,F,-0.3333333333333333,0.3217567357109484,0
5911,D,Ship,0.0,3,0.524390243902439,0.0,low,F,-0.8333333333333334,0.3267403831178944,1
5912,F,Ship,-0.5,2,-0.7926829268292683,2.0,medium,F,0.3333333333333333,0.05014795203239371,0
5913,A,Ship,0.5,1,-0.25609756097560976,1.0,medium,F,0.5,0.3522815760784924,0
5914,B,Ship,-0.5,5,0.8536585365853658,-1.0,low,M,0.5,0.45787260551315995,0
5915,C,Ship,0.0,5,-0.10975609756097561,1.0,medium,F,-0.3333333333333333,0.34729792867154646,0
5916,F,Ship,0.5,5,-0.35365853658536583,0.0,low,M,-0.3333333333333333,0.11555832424855941,1
5917,D,Ship,0.5,4,0.6585365853658537,0.0,high,F,0.5,0.25105123812490265,0
5918,F,Ship,0.5,1,0.4634146341463415,0.0,medium,M,-0.8333333333333334,0.05918081295748326,0
5919,A,Ship,0.0,3,-0.21951219512195122,-1.0,low,F,-0.3333333333333333,0.4693972901417225,0
5920,B,Ship,-0.5,3,-0.7926829268292683,0.0,low,M,-0.16666666666666666,0.15729637128173182,0
5921,C,Ship,0.5,5,-0.7317073170731707,-1.0,medium,M,-0.6666666666666666,0.16196854072574365,0
5922,F,Ship,0.5,4,0.6463414634146342,-1.0,medium,M,-0.5,-0.02990188444167575,0
5923,D,Ship,-0.5,3,-0.07317073170731707,-1.0,medium,F,-0.3333333333333333,0.47095467995639306,0
5924,F,Ship,0.5,5,0.7439024390243902,0.0,medium,M,0.3333333333333333,0.04298395888490889,1
5925,A,Ship,0.0,2,0.7073170731707317,-1.0,low,F,-1.0,0.5575455536520791,1
5926,B,Ship,1.0,5,0.8048780487804879,0.0,low,M,0.3333333333333333,-0.02336084722005918,1
5927,C,Ship,1.0,3,-0.14634146341463414,0.0,low,F,-0.3333333333333333,0.2432642890515496,0
5928,F,Ship,0.5,2,-0.36585365853658536,0.0,medium,F,0.16666666666666666,0.1345584799875409,0
5929,D,Ship,0.5,2,0.36585365853658536,2.0,medium,F,0.0,0.4254788973680112,0
5930,F,Ship,0.0,4,-0.926829268292683,2.0,low,M,0.5,0.38997040959352125,0
5931,A,Ship,0.0,3,-1.2804878048780488,-1.0,medium,F,-0.5,0.391839277371126,0
